step,wallclock_sec,split,loss,tokens_per_sec,lr
1,0.713442,train,9.266867,918588.925131,2.00000000e-02
20,10.331917,train,6.778118,68135.546585,2.00000000e-02
40,20.474344,train,5.598228,64615.693648,2.00000000e-02
60,30.625454,train,5.059825,64560.427803,2.00000000e-02
80,40.783583,train,4.798608,64515.817972,2.00000000e-02
100,50.944642,train,4.620026,64497.216447,2.00000000e-02
100,54.318034,val,4.582923,,2.00000000e-02
120,64.481965,train,4.372797,48411.343111,2.00000000e-02
140,74.646607,train,4.349996,64474.480184,2.00000000e-02
160,84.805474,train,4.182333,64511.131762,2.00000000e-02
180,94.954743,train,4.051665,64572.137489,2.00000000e-02
200,105.106905,train,3.969749,64553.739976,2.00000000e-02
200,108.477025,val,3.995381,,2.00000000e-02
220,118.626621,train,3.935487,48474.390088,2.00000000e-02
240,128.777889,train,3.876181,64559.424009,2.00000000e-02
260,138.931688,train,3.805599,64543.325129,2.00000000e-02
280,149.083527,train,3.868004,64555.791207,2.00000000e-02
300,159.236118,train,3.920285,64551.009751,2.00000000e-02
300,162.607150,val,3.866270,,2.00000000e-02
320,172.765911,train,4.167422,48438.288888,2.00000000e-02
340,182.924640,train,4.028421,64512.005359,2.00000000e-02
360,193.079270,train,3.902955,64538.048506,2.00000000e-02
380,203.235716,train,3.820887,64526.511740,2.00000000e-02
400,213.392508,train,3.779738,64524.310906,2.00000000e-02
400,216.764628,val,3.861276,,2.00000000e-02
420,226.918365,train,3.830947,48452.381969,2.00000000e-02
440,237.073945,train,3.662663,64532.010695,2.00000000e-02
460,247.230766,train,3.700611,64524.123092,2.00000000e-02
480,257.387513,train,3.718525,64524.600201,2.00000000e-02
500,267.542911,train,3.629454,64533.166655,2.00000000e-02
500,270.914732,val,3.608514,,2.00000000e-02
520,281.069995,train,3.537417,48447.988208,2.00000000e-02
540,291.227976,train,3.563520,64516.756809,2.00000000e-02
560,301.386564,train,3.492584,64512.901691,2.00000000e-02
580,311.544123,train,3.478732,64519.435676,2.00000000e-02
600,321.700074,train,3.419056,64529.654967,2.00000000e-02
600,325.071576,val,3.414951,,2.00000000e-02
620,335.225038,train,3.418336,48455.584066,2.00000000e-02
640,345.382976,train,3.379232,64517.030895,2.00000000e-02
660,355.540300,train,3.396296,64520.925882,2.00000000e-02
680,365.697093,train,3.297712,64524.306362,2.00000000e-02
700,375.856184,train,3.349839,64509.708622,2.00000000e-02
700,379.228853,val,3.359347,,2.00000000e-02
720,389.386617,train,3.286993,48435.994608,2.00000000e-02
740,399.543111,train,3.316543,64526.208794,2.00000000e-02
760,409.699616,train,3.251824,64526.131544,2.00000000e-02
780,419.859764,train,3.246343,64502.999512,2.00000000e-02
800,430.019576,train,3.245687,64505.129261,2.00000000e-02
800,433.391354,val,3.220145,,2.00000000e-02
820,443.550449,train,3.204924,48434.421684,2.00000000e-02
840,453.709715,train,3.201083,64508.595891,2.00000000e-02
860,463.868620,train,3.191077,64510.886493,2.00000000e-02
880,474.027873,train,3.150372,64508.685211,2.00000000e-02
900,484.188039,train,3.098051,64502.882962,2.00000000e-02
900,487.559070,val,3.122186,,2.00000000e-02
920,497.718868,train,3.163183,48434.577009,2.00000000e-02
940,507.879832,train,3.153966,64497.815743,2.00000000e-02
960,518.039642,train,3.133668,64505.147426,2.00000000e-02
980,528.201218,train,3.051213,64493.932624,2.00000000e-02
1000,538.363732,train,3.053729,64487.978710,2.00000000e-02
1000,541.735445,val,3.058480,,2.00000000e-02
