step,wallclock_sec,split,loss,tokens_per_sec,lr
1,0.614800,train,10.383609,1332466.410539,1.00000000e-03
50,19.294787,train,6.976174,43854.420910,1.00000000e-03
100,38.442776,train,6.405165,42782.560002,1.00000000e-03
150,57.574425,train,6.122551,42819.099862,1.00000000e-03
200,76.718165,train,5.835520,42792.057509,1.00000000e-03
200,79.153599,val,5.957900,,1.00000000e-03
250,98.315652,train,5.739997,37930.338050,1.00000000e-03
300,117.475169,train,5.770858,42756.818863,1.00000000e-03
350,136.648288,train,5.680629,42726.486352,1.00000000e-03
400,155.821847,train,5.533800,42725.505584,1.00000000e-03
400,158.260386,val,5.531044,,1.00000000e-03
450,177.436600,train,5.416827,37900.039416,1.00000000e-03
500,196.614529,train,5.320748,42715.769947,1.00000000e-03
550,215.810585,train,5.458527,42675.433688,1.00000000e-03
600,234.994331,train,5.310199,42702.817580,1.00000000e-03
600,237.430091,val,5.294820,,1.00000000e-03
650,256.597166,train,5.285486,37920.948070,1.00000000e-03
700,275.790465,train,5.107760,42681.564445,1.00000000e-03
750,294.975331,train,5.171596,42700.324416,1.00000000e-03
800,314.175366,train,5.233719,42666.587088,1.00000000e-03
800,316.614599,val,5.186154,,1.00000000e-03
850,335.798116,train,5.160395,37886.023164,1.00000000e-03
900,354.995317,train,5.136362,42672.888073,1.00000000e-03
950,374.181175,train,5.022547,42698.117004,1.00000000e-03
1000,393.369649,train,5.151410,42692.295519,1.00000000e-03
1000,395.806023,val,5.089584,,1.00000000e-03
1050,414.975646,train,5.027347,37915.398568,1.00000000e-03
1100,434.153605,train,4.983638,42715.704098,1.00000000e-03
1150,453.342285,train,4.985099,42691.836149,1.00000000e-03
1200,472.528795,train,5.048608,42696.664800,1.00000000e-03
1200,474.966631,val,5.032788,,1.00000000e-03
1250,494.153095,train,5.066690,37883.306782,1.00000000e-03
1300,513.339341,train,5.049327,42697.254265,1.00000000e-03
1350,532.528555,train,4.968798,42690.647987,1.00000000e-03
1400,551.718022,train,4.940616,42690.087876,1.00000000e-03
1400,554.155082,val,4.949533,,1.00000000e-03
1450,573.336313,train,4.814602,37893.835716,1.00000000e-03
1500,592.516899,train,4.795052,42709.854458,1.00000000e-03
1550,611.708915,train,4.862707,42684.414402,1.00000000e-03
1600,630.908269,train,4.893847,42668.102949,1.00000000e-03
1600,633.343727,val,4.892160,,1.00000000e-03
1650,652.534302,train,4.921396,37880.272147,1.00000000e-03
1700,671.736019,train,4.785967,42662.851145,1.00000000e-03
1750,690.924932,train,4.911821,42691.319503,1.00000000e-03
1800,710.113826,train,4.813299,42691.359285,1.00000000e-03
1800,712.549746,val,4.841791,,1.00000000e-03
1850,731.739922,train,4.864332,37880.161062,1.00000000e-03
1900,750.933017,train,4.839833,42682.017231,1.00000000e-03
1950,770.119548,train,4.787373,42696.618110,1.00000000e-03
2000,789.307751,train,4.800112,42692.899186,1.00000000e-03
2000,791.743831,val,4.794484,,1.00000000e-03
2050,810.940873,train,4.693675,37867.858010,1.00000000e-03
2100,830.137341,train,4.760189,42674.517804,1.00000000e-03
2150,849.323085,train,4.795686,42698.369040,1.00000000e-03
2200,868.509023,train,4.806263,42697.938192,1.00000000e-03
2200,870.943822,val,4.724705,,1.00000000e-03
2250,890.129616,train,4.690944,37889.802436,1.00000000e-03
2300,909.317542,train,4.764565,42693.516133,1.00000000e-03
2350,928.506472,train,4.736787,42691.280781,1.00000000e-03
2400,947.694684,train,4.782063,42692.877437,1.00000000e-03
2400,950.130943,val,4.705595,,1.00000000e-03
2450,969.316537,train,4.716728,37887.594357,1.00000000e-03
2500,988.504977,train,4.681328,42692.370844,1.00000000e-03
2550,1007.705965,train,4.598018,42664.473223,1.00000000e-03
2600,1026.924104,train,4.746994,42626.394385,1.00000000e-03
2600,1029.361582,val,4.694554,,1.00000000e-03
2650,1048.549557,train,4.726360,37881.288232,1.00000000e-03
2700,1067.744945,train,4.613257,42676.918373,1.00000000e-03
2750,1086.944027,train,4.599321,42668.705932,1.00000000e-03
2800,1106.124867,train,4.570463,42709.287473,1.00000000e-03
2800,1108.560590,val,4.662008,,1.00000000e-03
2850,1127.764328,train,4.767097,37856.765817,1.00000000e-03
2900,1146.968647,train,4.600082,42657.069458,1.00000000e-03
2950,1166.158984,train,4.652927,42688.150410,1.00000000e-03
3000,1185.332772,train,4.635821,42724.996622,1.00000000e-03
3000,1187.767669,val,4.626236,,1.00000000e-03
