step,wallclock_sec,split,loss,tokens_per_sec,lr
1,0.701415,train,9.266867,2335851.056953,1.00000000e-05
50,25.455243,train,4.509774,66187.743905,5.00000000e-04
100,50.727027,train,3.306899,64831.196549,1.00000000e-03
150,75.984416,train,2.870015,64868.144096,9.99340036e-04
200,101.212414,train,2.616651,64943.719663,9.97362081e-04
200,104.557724,val,2.582251,,9.97362081e-04
250,129.788932,train,2.440143,57333.787493,9.94071935e-04
300,155.025930,train,2.278214,64920.556865,9.89479250e-04
350,180.258803,train,2.279944,64931.173269,9.83597497e-04
400,205.474721,train,2.119185,64974.828573,9.76443927e-04
400,208.818469,val,2.145638,,9.76443927e-04
450,234.039433,train,2.119979,57357.485417,9.68039524e-04
500,259.273697,train,2.072665,64927.591754,9.58408939e-04
550,284.529362,train,1.960961,64872.572745,9.47580420e-04
600,309.790624,train,2.021544,64858.200825,9.35585729e-04
600,313.139472,val,1.973368,,9.35585729e-04
650,338.376713,train,1.896703,57314.590755,9.22460049e-04
700,363.601176,train,1.941989,64952.820458,9.08241880e-04
750,388.833012,train,1.913187,64933.839724,8.92972925e-04
800,414.074332,train,1.870975,64909.441181,8.76697971e-04
800,417.423545,val,1.873393,,8.76697971e-04
850,442.679758,train,1.882716,57275.847228,8.59464756e-04
900,467.943982,train,1.881776,64850.597116,8.41323828e-04
950,493.212182,train,1.827144,64840.393699,8.22328397e-04
1000,518.493360,train,1.809817,64807.104867,8.02534179e-04
1000,521.847621,val,1.814781,,8.02534179e-04
1050,547.138402,train,1.782535,57196.635178,7.81999236e-04
1100,572.430460,train,1.799449,64779.228959,7.60783798e-04
1150,597.713998,train,1.800214,64801.056024,7.38950096e-04
1200,622.978963,train,1.809271,64848.695702,7.16562170e-04
1200,626.328225,val,1.763088,,7.16562170e-04
1250,651.579518,train,1.767188,57285.601740,6.93685689e-04
1300,676.829317,train,1.748366,64887.645823,6.70387752e-04
1350,702.070435,train,1.679118,64909.961100,6.46736698e-04
1400,727.312555,train,1.733171,64907.385500,6.22801898e-04
1400,730.660605,val,1.707334,,6.22801898e-04
1450,755.912976,train,1.755185,57285.869164,5.98653558e-04
1500,781.181565,train,1.731152,64839.394640,5.74362509e-04
1550,806.443793,train,1.635203,64855.719921,5.50000000e-04
1600,831.692288,train,1.674118,64890.996824,5.25637491e-04
1600,835.040806,val,1.693473,,5.25637491e-04
1650,860.291529,train,1.727236,57288.234069,5.01346442e-04
1700,885.553380,train,1.659175,64856.687653,4.77198102e-04
1750,910.836203,train,1.650121,64802.890480,4.53263302e-04
1800,936.125031,train,1.655818,64787.501257,4.29612248e-04
1800,939.479465,val,1.639427,,4.29612248e-04
1850,964.756402,train,1.650149,57223.944979,4.06314311e-04
1900,990.040972,train,1.649279,64798.413294,3.83437830e-04
1950,1015.332637,train,1.625601,64780.234714,3.61049904e-04
2000,1040.613173,train,1.592843,64808.751413,3.39216202e-04
2000,1043.966588,val,1.629870,,3.39216202e-04
2050,1069.249326,train,1.637558,57214.390085,3.18000764e-04
2100,1094.526551,train,1.634954,64817.241563,2.97465821e-04
2150,1119.771774,train,1.664807,64899.406180,2.77671603e-04
2200,1145.020569,train,1.598778,64890.225984,2.58676172e-04
2200,1148.370778,val,1.598454,,2.58676172e-04
2250,1173.631058,train,1.612787,57265.710450,2.40535244e-04
2300,1198.894043,train,1.643552,64853.777199,2.23302029e-04
2350,1224.164056,train,1.635382,64835.740661,2.07027075e-04
2400,1249.431924,train,1.580397,64841.245951,1.91758120e-04
2400,1252.783123,val,1.582374,,1.91758120e-04
2450,1278.049428,train,1.602221,57251.673421,1.77539951e-04
2500,1303.292543,train,1.567092,64904.826044,1.64414271e-04
2550,1328.539433,train,1.628383,64895.122174,1.52419580e-04
2600,1353.798713,train,1.541179,64863.288098,1.41591061e-04
2600,1357.150213,val,1.575733,,1.41591061e-04
2650,1382.415451,train,1.583391,57253.206463,1.31960476e-04
2700,1407.692839,train,1.629052,64816.824003,1.23556073e-04
2750,1432.980375,train,1.574581,64790.813211,1.16402503e-04
2800,1458.260305,train,1.558404,64810.305136,1.10520750e-04
2800,1461.608948,val,1.555033,,1.10520750e-04
2850,1486.849338,train,1.583935,57308.689666,1.05928065e-04
2900,1512.092093,train,1.546648,64905.752329,1.02637919e-04
2950,1537.335273,train,1.540043,64904.659303,1.00659964e-04
3000,1562.591772,train,1.552898,64870.432442,1.00000000e-04
3000,1565.944455,val,1.554087,,1.00000000e-04
