step,wallclock_sec,split,loss,tokens_per_sec,lr
1,0.478189,train,9.265449,1713131.048443,1.40000000e-03
50,13.174425,train,3.563860,64523.061965,1.40000000e-03
100,26.130880,train,3.074549,63227.172522,1.40000000e-03
150,39.087221,train,2.723911,63227.724015,1.40000000e-03
200,52.043768,train,2.586994,63226.722260,1.40000000e-03
200,53.757564,val,2.601910,,1.40000000e-03
250,66.716368,train,2.426353,55831.960586,1.40000000e-03
300,79.670015,train,2.447168,63240.876593,1.40000000e-03
350,92.627427,train,2.362310,63222.502672,1.40000000e-03
400,105.583304,train,2.233400,63229.991752,1.40000000e-03
400,107.296472,val,2.269971,,1.40000000e-03
450,120.254403,train,2.305252,55837.670349,1.40000000e-03
500,133.214968,train,2.184706,63207.121709,1.40000000e-03
550,146.171790,train,2.063071,63225.381982,1.40000000e-03
600,159.130129,train,2.090148,63217.975414,1.40000000e-03
600,160.843762,val,2.107471,,1.40000000e-03
650,173.801379,train,2.192496,55837.096870,1.40000000e-03
700,186.760914,train,2.066381,63212.145140,1.40000000e-03
750,199.718642,train,1.963947,63220.962494,1.40000000e-03
800,212.680541,train,1.981736,63200.613367,1.40000000e-03
800,214.393255,val,2.018951,,1.40000000e-03
850,227.353303,train,1.939737,55831.343679,1.40000000e-03
900,240.309723,train,2.002270,63227.338900,1.40000000e-03
950,253.271222,train,1.999664,63202.568751,1.40000000e-03
1000,266.229422,train,1.931489,63218.655857,1.40000000e-03
1000,267.942426,val,1.961382,,1.40000000e-03
1050,280.900596,train,1.898471,55837.385423,1.40000000e-03
1100,293.856698,train,1.932155,63228.894515,1.40000000e-03
1150,306.816254,train,1.938046,63212.040477,1.40000000e-03
1200,319.776800,train,1.886435,63207.217054,1.40000000e-03
1200,321.489619,val,1.895989,,1.40000000e-03
1250,334.446839,train,1.894539,55841.703181,1.40000000e-03
1300,347.407288,train,1.893108,63207.686805,1.40000000e-03
1350,360.371269,train,1.857996,63190.469863,1.40000000e-03
1400,373.331692,train,1.876722,63207.812383,1.40000000e-03
1400,375.044538,val,1.846664,,1.40000000e-03
1450,388.004888,train,1.826385,55829.688983,1.40000000e-03
1500,400.965861,train,1.899094,63205.131163,1.40000000e-03
1550,413.923877,train,1.881618,63219.554995,1.40000000e-03
1600,426.882836,train,1.903814,63214.956051,1.40000000e-03
1600,428.595739,val,1.830262,,1.40000000e-03
1650,441.554013,train,1.792062,55837.374534,1.40000000e-03
1700,454.513476,train,1.836336,63212.496345,1.40000000e-03
1750,467.474154,train,1.815478,63206.570575,1.40000000e-03
1800,480.434494,train,1.880544,63208.218191,1.40000000e-03
1800,482.147941,val,1.815287,,1.40000000e-03
1850,495.108096,train,1.831468,55828.143237,1.40000000e-03
1900,508.066049,train,1.797924,63219.863244,1.40000000e-03
1950,521.023887,train,1.747300,63220.423915,1.40000000e-03
2000,533.981215,train,1.758169,63222.912158,1.40000000e-03
2000,535.693789,val,1.799872,,1.40000000e-03
2050,548.650124,train,1.656780,55846.007084,1.40000000e-03
2100,561.605551,train,1.798936,63232.189832,1.40000000e-03
2150,574.563848,train,1.859390,63218.181290,1.40000000e-03
2200,587.521305,train,1.745628,63222.282808,1.40000000e-03
2200,589.234015,val,1.783184,,1.40000000e-03
2250,602.192714,train,1.800620,55836.491645,1.40000000e-03
2300,615.152165,train,1.769602,63212.553329,1.40000000e-03
2350,628.107907,train,1.727673,63230.652672,1.40000000e-03
2400,641.065432,train,1.743624,63221.946617,1.40000000e-03
2400,642.778420,val,1.739082,,1.40000000e-03
2450,655.737097,train,1.802178,55835.517142,1.40000000e-03
2500,668.694551,train,1.816764,63222.300258,1.40000000e-03
2550,681.654684,train,1.727889,63209.227499,1.40000000e-03
2600,694.611625,train,1.751330,63224.796792,1.40000000e-03
2600,696.324601,val,1.747345,,1.40000000e-03
2650,709.284584,train,1.697420,55830.595243,1.40000000e-03
2700,722.244224,train,1.733170,63211.631132,1.40000000e-03
2750,735.205419,train,1.773894,63204.047577,1.40000000e-03
2800,748.168803,train,1.709330,63193.376474,1.40000000e-03
2800,749.884102,val,1.702427,,1.40000000e-03
2850,762.844852,train,1.721681,55818.837006,1.40000000e-03
2900,775.808275,train,1.780156,63193.184707,1.40000000e-03
2950,788.774165,train,1.671340,63181.163764,1.40000000e-03
3000,801.739718,train,1.725743,63182.804246,1.40000000e-03
3000,803.453412,val,1.713324,,1.40000000e-03
