step,wallclock_sec,split,loss,tokens_per_sec,lr
1,0.704728,train,9.266867,2324870.543984,8.00000000e-03
50,25.602180,train,4.405426,65805.931617,8.00000000e-03
100,51.021596,train,3.893660,64454.666167,8.00000000e-03
150,76.437543,train,3.618337,64463.464712,8.00000000e-03
200,101.850444,train,3.467277,64471.192023,8.00000000e-03
200,105.225144,val,3.437921,,8.00000000e-03
250,130.633891,train,3.281280,56921.603508,8.00000000e-03
300,156.038366,train,3.158534,64492.575912,8.00000000e-03
350,181.442463,train,3.155998,64493.532837,8.00000000e-03
400,206.843445,train,3.023402,64501.444748,8.00000000e-03
400,210.216983,val,3.045410,,8.00000000e-03
450,235.617598,train,3.025709,56939.990093,8.00000000e-03
500,261.018407,train,2.978516,64501.882472,8.00000000e-03
550,286.419965,train,2.851696,64499.981473,8.00000000e-03
600,311.818705,train,2.917711,64507.137439,8.00000000e-03
600,315.191987,val,2.870572,,8.00000000e-03
650,340.590473,train,2.796156,56944.709867,8.00000000e-03
700,365.984446,train,2.816698,64519.246679,8.00000000e-03
750,391.386034,train,2.784933,64499.904588,8.00000000e-03
800,416.785527,train,2.765966,64505.224626,8.00000000e-03
800,420.159035,val,2.763593,,8.00000000e-03
850,445.561925,train,2.755739,56935.547530,8.00000000e-03
900,470.963392,train,2.757232,64500.212735,8.00000000e-03
950,496.368122,train,2.687484,64491.927689,8.00000000e-03
1000,521.769955,train,2.656687,64499.281038,8.00000000e-03
1000,525.143830,val,2.657947,,8.00000000e-03
1050,550.545041,train,2.613632,56938.145428,8.00000000e-03
1100,575.951306,train,2.610516,64488.029545,8.00000000e-03
1150,601.356804,train,2.646783,64489.977650,8.00000000e-03
1200,626.762047,train,2.645648,64490.624624,8.00000000e-03
1200,630.134783,val,2.593053,,8.00000000e-03
1250,655.538123,train,2.568089,56936.185307,8.00000000e-03
1300,680.942792,train,2.540025,64492.082632,8.00000000e-03
1350,706.350036,train,2.459395,64485.546622,8.00000000e-03
1400,731.759231,train,2.535149,64480.595266,8.00000000e-03
1400,735.132704,val,2.501548,,8.00000000e-03
1450,760.543973,train,2.545782,56919.042950,8.00000000e-03
1500,785.947395,train,2.515257,64495.249442,8.00000000e-03
1550,811.348986,train,2.390762,64499.895507,8.00000000e-03
1600,836.748153,train,2.432832,64506.052347,8.00000000e-03
1600,840.119699,val,2.447196,,8.00000000e-03
1650,865.520592,train,2.484526,56943.382514,8.00000000e-03
1700,890.932107,train,2.392478,64474.708844,8.00000000e-03
1750,916.343602,train,2.363446,64474.756633,8.00000000e-03
1800,941.754869,train,2.345741,64475.337968,8.00000000e-03
1800,945.128378,val,2.344140,,8.00000000e-03
1850,970.541489,train,2.375627,56915.331469,8.00000000e-03
1900,995.956040,train,2.336075,64467.003671,8.00000000e-03
1950,1021.369839,train,2.285825,64468.913613,8.00000000e-03
2000,1046.783065,train,2.254567,64470.367011,8.00000000e-03
2000,1050.155818,val,2.285177,,8.00000000e-03
2050,1075.570932,train,2.267226,56912.864801,8.00000000e-03
2100,1100.989651,train,2.253673,64456.435720,8.00000000e-03
2150,1126.406446,train,2.251601,64461.314433,8.00000000e-03
2200,1151.827986,train,2.178596,64449.280118,8.00000000e-03
2200,1155.202665,val,2.173965,,8.00000000e-03
2250,1180.624656,train,2.173371,56895.468448,8.00000000e-03
2300,1206.046925,train,2.184176,64447.432989,8.00000000e-03
2350,1231.469890,train,2.161502,64445.671183,8.00000000e-03
2400,1256.890063,train,2.075284,64452.746793,8.00000000e-03
2400,1260.262395,val,2.081112,,8.00000000e-03
2450,1285.688159,train,2.102735,56892.650712,8.00000000e-03
2500,1311.109517,train,2.044131,64449.743730,8.00000000e-03
2550,1336.531302,train,2.081716,64448.659964,8.00000000e-03
2600,1361.951715,train,1.961365,64452.139871,8.00000000e-03
2600,1365.324228,val,1.996351,,8.00000000e-03
2650,1390.750334,train,1.981928,56891.616858,8.00000000e-03
2700,1416.177565,train,2.030495,64434.856470,8.00000000e-03
2750,1441.603529,train,1.940008,64438.068418,8.00000000e-03
2800,1467.029905,train,1.909706,64437.024923,8.00000000e-03
2800,1470.402350,val,1.911502,,8.00000000e-03
2850,1495.827421,train,1.933367,56893.794824,8.00000000e-03
2900,1521.254538,train,1.879848,64435.147079,8.00000000e-03
2950,1546.678675,train,1.863268,64442.698996,8.00000000e-03
3000,1572.103967,train,1.875947,64439.770590,8.00000000e-03
3000,1575.476249,val,1.867735,,8.00000000e-03
