step,wallclock_sec,split,loss,tokens_per_sec,lr
1,0.835801,train,9.266867,1960276.618360,3.00000000e-06
50,29.991904,train,6.399748,56194.067014,1.50000000e-04
100,57.248320,train,4.103051,60110.617969,3.00000000e-04
150,83.599759,train,3.467430,62174.972686,2.99802011e-04
200,109.454174,train,3.150395,63370.219689,2.99208624e-04
200,112.900085,val,3.120432,,2.99208624e-04
250,138.503039,train,2.934583,56401.515942,2.98221581e-04
300,163.994775,train,2.744176,64271.809663,2.96843775e-04
350,189.424956,train,2.727448,64427.383103,2.95079249e-04
400,214.786541,train,2.566085,64601.639666,2.92933178e-04
400,218.137807,val,2.583482,,2.92933178e-04
450,243.478406,train,2.545140,57103.293503,2.90411857e-04
500,268.806880,train,2.486487,64686.093737,2.87522682e-04
550,294.102298,train,2.340847,64770.621783,2.84274126e-04
600,319.363721,train,2.396153,64857.788246,2.80675719e-04
600,322.709967,val,2.353573,,2.80675719e-04
650,347.960780,train,2.260836,57292.603831,2.76738015e-04
700,373.222422,train,2.298216,64857.226927,2.72472564e-04
750,398.472988,train,2.257997,64885.673006,2.67891877e-04
800,423.725670,train,2.205435,64880.238576,2.63009391e-04
800,427.074435,val,2.207117,,2.63009391e-04
850,452.325114,train,2.206279,57287.825737,2.57839427e-04
900,477.573156,train,2.204177,64892.160473,2.52397148e-04
950,502.825392,train,2.136133,64881.383461,2.46698519e-04
1000,528.069503,train,2.108210,64902.267402,2.40760254e-04
1000,531.416651,val,2.109413,,2.40760254e-04
1050,556.666851,train,2.072546,57292.024438,2.34599771e-04
1100,581.926985,train,2.079352,64861.098208,2.28235139e-04
1150,607.193118,train,2.083484,64845.695403,2.21685029e-04
1200,632.478965,train,2.092405,64795.140275,2.14968651e-04
1200,635.833316,val,2.037836,,2.14968651e-04
1250,661.123551,train,2.032335,57197.546370,2.08105707e-04
1300,686.424088,train,2.007125,64757.518503,2.01116326e-04
1350,711.732443,train,1.937464,64737.513700,1.94021009e-04
1400,737.035761,train,2.000253,64750.402668,1.86840570e-04
1400,740.393090,val,1.964093,,1.86840570e-04
1450,765.699390,train,2.023852,57159.543754,1.79596067e-04
1500,791.006984,train,1.996210,64739.462881,1.72308753e-04
1550,816.318978,train,1.901171,64728.206092,1.65000000e-04
1600,841.632098,train,1.934337,64725.327885,1.57691247e-04
1600,844.988947,val,1.947194,,1.57691247e-04
1650,870.302516,train,1.986053,57146.010646,1.50403933e-04
1700,895.623417,train,1.910364,64705.439835,1.43159430e-04
1750,920.927494,train,1.898722,64748.457710,1.35978991e-04
1800,946.198998,train,1.909489,64831.915221,1.28883674e-04
1800,949.549025,val,1.891085,,1.28883674e-04
1850,974.803295,train,1.900409,57278.107229,1.21894293e-04
1900,1000.066683,train,1.901577,64852.742842,1.15031349e-04
1950,1025.343644,train,1.873211,64817.918352,1.08314971e-04
2000,1050.633210,train,1.851191,64785.611481,1.01764861e-04
2000,1053.988344,val,1.881634,,1.01764861e-04
2050,1079.293686,train,1.892230,57165.835021,9.54002293e-05
2100,1104.603630,train,1.894427,64733.449220,8.92397462e-05
2150,1129.918859,train,1.922607,64719.936737,8.33014809e-05
2200,1155.235179,train,1.843062,64717.147031,7.76028516e-05
2200,1158.593160,val,1.853076,,7.76028516e-05
2250,1183.903304,train,1.865761,57150.579748,7.21605731e-05
2300,1209.143276,train,1.906563,64912.910323,6.69906086e-05
2350,1234.355562,train,1.900152,64984.190656,6.21081226e-05
2400,1259.574959,train,1.839688,64965.867169,5.75274361e-05
2400,1262.920311,val,1.838824,,5.75274361e-05
2450,1288.147395,train,1.867072,57341.976976,5.32619852e-05
2500,1313.385066,train,1.823865,64918.829199,4.93242812e-05
2550,1338.638442,train,1.880251,64878.453028,4.57258740e-05
2600,1363.901583,train,1.787460,64853.375693,4.24773183e-05
2600,1367.252083,val,1.831479,,4.24773183e-05
2650,1392.520490,train,1.839168,57248.868463,3.95881428e-05
2700,1417.809273,train,1.900115,64787.616089,3.70668219e-05
2750,1443.119642,train,1.828759,64732.363818,3.49207510e-05
2800,1468.403387,train,1.815424,64800.526850,3.31562250e-05
2800,1471.751824,val,1.814341,,3.31562250e-05
2850,1496.995891,train,1.849067,57301.731424,3.17784195e-05
2900,1522.229265,train,1.810321,64929.883069,3.07913758e-05
2950,1547.471934,train,1.798144,64905.974249,3.01979891e-05
3000,1572.738559,train,1.824662,64844.433072,3.00000000e-05
3000,1576.091262,val,1.813898,,3.00000000e-05
