step,wallclock_sec,split,loss,tokens_per_sec,lr
1,12.829985,train,10.828469,95775.637027,1.00000000e-03
50,23.732829,train,6.292458,112704.546264,1.00000000e-03
100,34.848773,train,5.897377,110543.916355,1.00000000e-03
150,45.968118,train,5.576143,110510.104616,1.00000000e-03
200,57.096436,train,5.334334,110420.996757,1.00000000e-03
250,68.222173,train,5.208697,110446.613918,1.00000000e-03
300,79.358366,train,5.058070,110342.917209,1.00000000e-03
350,90.495499,train,5.072101,110333.603172,1.00000000e-03
400,101.643324,train,5.037298,110227.784547,1.00000000e-03
400,107.802940,val,4.971236,,1.00000000e-03
450,118.930819,train,4.915118,71080.281282,1.00000000e-03
500,130.052985,train,4.658185,110482.070668,1.00000000e-03
550,141.179085,train,4.754193,110443.009381,1.00000000e-03
600,152.301737,train,4.679898,110477.256060,1.00000000e-03
650,163.424498,train,4.714874,110476.161997,1.00000000e-03
700,174.547802,train,4.568739,110470.774882,1.00000000e-03
750,185.674232,train,4.625611,110439.741124,1.00000000e-03
800,196.808366,train,4.539432,110363.317678,1.00000000e-03
800,197.853313,val,4.527085,,1.00000000e-03
850,208.984764,train,4.505897,100916.541330,1.00000000e-03
900,220.122305,train,4.397955,110329.559627,1.00000000e-03
950,231.264540,train,4.411872,110283.084866,1.00000000e-03
1000,242.425010,train,4.311786,110102.885141,1.00000000e-03
1050,253.588197,train,4.457182,110076.096505,1.00000000e-03
1100,264.756465,train,4.435818,110026.008630,1.00000000e-03
1150,275.925524,train,4.352313,110018.227542,1.00000000e-03
1200,287.093847,train,4.308588,110025.466056,1.00000000e-03
1200,288.142493,val,4.342340,,1.00000000e-03
1250,299.312095,train,4.349763,100570.888639,1.00000000e-03
1300,310.483168,train,4.319299,109998.379362,1.00000000e-03
1350,321.651875,train,4.219157,110021.696367,1.00000000e-03
1400,332.825108,train,4.280112,109977.116204,1.00000000e-03
1450,343.993005,train,4.260543,110029.672910,1.00000000e-03
1500,355.162180,train,4.251763,110017.074447,1.00000000e-03
1550,366.328377,train,4.256335,110046.416608,1.00000000e-03
1600,377.499379,train,4.232100,109999.083658,1.00000000e-03
1600,378.548192,val,4.209771,,1.00000000e-03
1650,389.725848,train,4.153140,100503.260262,1.00000000e-03
1700,400.898243,train,4.184205,109985.372628,1.00000000e-03
1750,412.069702,train,4.175814,109994.588054,1.00000000e-03
1800,423.233634,train,4.164761,110068.745550,1.00000000e-03
1850,434.399333,train,4.126917,110051.325331,1.00000000e-03
1900,445.563267,train,4.252894,110068.726744,1.00000000e-03
1950,456.727390,train,4.186428,110066.862716,1.00000000e-03
2000,467.889263,train,4.129465,110089.056513,1.00000000e-03
2000,468.936184,val,4.136621,,1.00000000e-03
