step,wallclock_sec,split,loss,tokens_per_sec,lr
1,0.714685,train,9.266867,2292479.387244,5.00000000e-03
50,25.626147,train,4.089324,65768.921142,5.00000000e-03
100,51.060620,train,3.582261,64416.512331,5.00000000e-03
150,76.492212,train,3.296659,64423.807422,5.00000000e-03
200,101.921967,train,3.089796,64428.460717,5.00000000e-03
200,105.298128,val,3.046290,,5.00000000e-03
250,130.726330,train,2.904951,56880.273311,5.00000000e-03
300,156.151432,train,2.752734,64440.252194,5.00000000e-03
350,181.573758,train,2.737026,64447.287931,5.00000000e-03
400,206.994906,train,2.601077,64450.277467,5.00000000e-03
400,210.368637,val,2.626070,,5.00000000e-03
450,235.788384,train,2.606353,56901.773804,5.00000000e-03
500,261.208929,train,2.551388,64451.804376,5.00000000e-03
550,286.628386,train,2.408267,64454.563394,5.00000000e-03
600,312.052391,train,2.480782,64443.035000,5.00000000e-03
600,315.427943,val,2.430636,,5.00000000e-03
650,340.844375,train,2.358022,56904.727211,5.00000000e-03
700,366.266306,train,2.385074,64448.288845,5.00000000e-03
750,391.684914,train,2.362357,64456.718059,5.00000000e-03
800,417.105170,train,2.310957,64452.536424,5.00000000e-03
800,420.478917,val,2.303752,,5.00000000e-03
850,445.902106,train,2.298186,56894.941338,5.00000000e-03
900,471.323531,train,2.295009,64449.575088,5.00000000e-03
950,496.746772,train,2.237013,64444.968301,5.00000000e-03
1000,522.163885,train,2.197285,64460.507209,5.00000000e-03
1000,525.538065,val,2.207517,,5.00000000e-03
1050,550.957284,train,2.161043,56901.931644,5.00000000e-03
1100,576.378720,train,2.168005,64449.546679,5.00000000e-03
1150,601.801802,train,2.177991,64445.370809,5.00000000e-03
1200,627.227227,train,2.173079,64439.434016,5.00000000e-03
1200,630.601948,val,2.127577,,5.00000000e-03
1250,656.027092,train,2.107440,56889.156013,5.00000000e-03
1300,681.452984,train,2.076930,64438.250897,5.00000000e-03
1350,706.878909,train,2.013461,64438.168117,5.00000000e-03
1400,732.303387,train,2.065529,64441.832411,5.00000000e-03
1400,735.678037,val,2.034283,,5.00000000e-03
1450,761.111492,train,2.085401,56872.884003,5.00000000e-03
1500,786.540863,train,2.061689,64429.435674,5.00000000e-03
1550,811.971907,train,1.946941,64425.196575,5.00000000e-03
1600,837.404844,train,1.987454,64420.400022,5.00000000e-03
1600,840.779829,val,2.003687,,5.00000000e-03
1650,866.214255,train,2.036802,56870.305706,5.00000000e-03
1700,891.651632,train,1.957283,64409.157316,5.00000000e-03
1750,917.083768,train,1.936020,64422.429803,5.00000000e-03
1800,942.516664,train,1.942949,64420.504498,5.00000000e-03
1800,945.890075,val,1.923285,,5.00000000e-03
1850,971.320182,train,1.930689,56881.939548,5.00000000e-03
1900,996.754653,train,1.918169,64416.515954,5.00000000e-03
1950,1022.187307,train,1.886594,64421.118675,5.00000000e-03
2000,1047.620458,train,1.843708,64419.859534,5.00000000e-03
2000,1050.994446,val,1.872342,,5.00000000e-03
2050,1076.424322,train,1.863602,56881.257316,5.00000000e-03
2100,1101.853816,train,1.860665,64429.123371,5.00000000e-03
2150,1127.285907,train,1.882015,64422.542741,5.00000000e-03
2200,1152.719488,train,1.806075,64418.769526,5.00000000e-03
2200,1156.093016,val,1.812040,,5.00000000e-03
2250,1181.525216,train,1.810529,56877.577123,5.00000000e-03
2300,1206.960244,train,1.839945,64415.104231,5.00000000e-03
2350,1232.394237,train,1.830468,64417.726052,5.00000000e-03
2400,1257.829325,train,1.772176,64414.954488,5.00000000e-03
2400,1261.202591,val,1.774255,,5.00000000e-03
2450,1286.637341,train,1.794640,56873.059099,5.00000000e-03
2500,1312.071588,train,1.754020,64417.082352,5.00000000e-03
2550,1337.500778,train,1.807948,64429.892960,5.00000000e-03
2600,1362.925559,train,1.717112,64441.066162,5.00000000e-03
2600,1366.298912,val,1.751148,,5.00000000e-03
2650,1391.728843,train,1.743137,56882.402853,5.00000000e-03
2700,1417.156552,train,1.808954,64433.645728,5.00000000e-03
2750,1442.584271,train,1.741499,64433.620958,5.00000000e-03
2800,1468.010877,train,1.713003,64436.441257,5.00000000e-03
2800,1471.384388,val,1.715769,,5.00000000e-03
2850,1496.811928,train,1.750455,56886.813110,5.00000000e-03
2900,1522.240396,train,1.704890,64431.723981,5.00000000e-03
2950,1547.669234,train,1.692463,64430.783992,5.00000000e-03
3000,1573.100803,train,1.708751,64423.867215,5.00000000e-03
3000,1576.473710,val,1.704770,,5.00000000e-03
