step,wallclock_sec,split,loss,tokens_per_sec,lr
1,0.358965,train,9.267965,1141060.848230,1.00000000e-03
50,6.930176,train,3.808290,62332.493062,1.00000000e-03
100,13.637180,train,3.366483,61070.488443,1.00000000e-03
150,20.345191,train,3.024335,61061.322042,1.00000000e-03
200,27.052960,train,2.941175,61063.522769,1.00000000e-03
200,27.920796,val,2.839388,,1.00000000e-03
250,34.630070,train,2.801400,54057.549274,1.00000000e-03
300,41.340674,train,2.458981,61037.723035,1.00000000e-03
350,48.051404,train,2.529919,61036.580212,1.00000000e-03
400,54.762789,train,2.505092,61030.615236,1.00000000e-03
400,55.632311,val,2.521986,,1.00000000e-03
450,62.344864,train,2.443436,54022.155177,1.00000000e-03
500,69.053750,train,2.288791,61053.351703,1.00000000e-03
550,75.766612,train,2.318671,61017.193426,1.00000000e-03
600,82.478211,train,2.397716,61028.677032,1.00000000e-03
600,83.346749,val,2.350701,,1.00000000e-03
650,90.057540,train,2.318255,54041.724820,1.00000000e-03
700,96.769930,train,2.227382,61021.482475,1.00000000e-03
750,103.483768,train,2.344032,61008.320327,1.00000000e-03
800,110.198794,train,2.131575,60997.530909,1.00000000e-03
800,111.067646,val,2.222563,,1.00000000e-03
850,117.780900,train,2.234217,54021.936041,1.00000000e-03
900,124.492606,train,2.168299,61027.701473,1.00000000e-03
950,131.207207,train,2.264629,61001.390487,1.00000000e-03
1000,137.922107,train,2.088824,60998.670105,1.00000000e-03
1000,138.789988,val,2.164786,,1.00000000e-03
1050,145.501842,train,2.077727,54038.826545,1.00000000e-03
1100,152.218259,train,2.159506,60984.905141,1.00000000e-03
1150,158.934029,train,2.335646,60990.770244,1.00000000e-03
1200,165.650484,train,2.104717,60984.547946,1.00000000e-03
1200,166.518865,val,2.109286,,1.00000000e-03
1250,173.234822,train,2.128553,54006.032262,1.00000000e-03
1300,179.951227,train,2.102304,60985.009054,1.00000000e-03
1350,186.670927,train,2.101350,60955.105598,1.00000000e-03
1400,193.388891,train,2.028017,60970.845614,1.00000000e-03
1400,194.257154,val,2.063056,,1.00000000e-03
1450,200.974498,train,2.010288,53996.998536,1.00000000e-03
1500,207.689116,train,1.956015,61001.241033,1.00000000e-03
1550,214.405897,train,1.939677,60981.593123,1.00000000e-03
1600,221.124411,train,2.137744,60965.862704,1.00000000e-03
1600,221.993023,val,2.019549,,1.00000000e-03
1650,228.708228,train,1.969646,54009.742023,1.00000000e-03
1700,235.426901,train,2.050136,60964.419694,1.00000000e-03
1750,242.144822,train,1.937173,60971.241598,1.00000000e-03
1800,248.861926,train,2.028020,60978.658067,1.00000000e-03
1800,249.730123,val,2.006194,,1.00000000e-03
1850,256.446563,train,1.923204,54003.901714,1.00000000e-03
1900,263.162158,train,2.044229,60992.368242,1.00000000e-03
1950,269.878363,train,1.880862,60986.821081,1.00000000e-03
2000,276.594708,train,1.927957,60985.545939,1.00000000e-03
2000,277.463316,val,1.979282,,1.00000000e-03
2050,284.177878,train,1.924341,54014.348949,1.00000000e-03
2100,290.891194,train,1.930143,61013.069660,1.00000000e-03
2150,297.604405,train,1.911872,61014.025249,1.00000000e-03
2200,304.320309,train,1.903179,60989.553397,1.00000000e-03
2200,305.188593,val,1.954673,,1.00000000e-03
2250,311.907556,train,1.827760,53985.324691,1.00000000e-03
2300,318.625457,train,1.942076,60971.425527,1.00000000e-03
2350,325.341774,train,1.848975,60985.803561,1.00000000e-03
2400,332.059908,train,2.060732,60969.313655,1.00000000e-03
2400,332.928760,val,1.906374,,1.00000000e-03
2450,339.646096,train,2.084953,53992.859513,1.00000000e-03
2500,346.363726,train,1.929867,60973.890284,1.00000000e-03
2550,353.082034,train,1.795062,60967.725520,1.00000000e-03
2600,359.797755,train,1.875603,60991.216289,1.00000000e-03
2600,360.666635,val,1.894037,,1.00000000e-03
2650,367.383401,train,1.923169,53996.721903,1.00000000e-03
2700,374.101529,train,1.791452,60969.367749,1.00000000e-03
2750,380.814230,train,1.943987,61018.651939,1.00000000e-03
2800,387.526824,train,1.869469,61019.631543,1.00000000e-03
2800,388.394933,val,1.862439,,1.00000000e-03
2850,395.108121,train,1.963511,54027.698696,1.00000000e-03
2900,401.821541,train,1.885503,61012.116268,1.00000000e-03
2950,408.534637,train,1.771411,61015.071882,1.00000000e-03
3000,415.247932,train,1.758281,61013.258175,1.00000000e-03
3000,416.115911,val,1.863517,,1.00000000e-03
