step,wallclock_sec,split,loss,tokens_per_sec,lr
1,12.559087,train,10.854443,97841.508671,1.63300000e-03
50,19.922759,train,7.021125,166873.266081,1.63300000e-03
100,27.429341,train,6.560380,163696.339618,1.63300000e-03
150,34.944184,train,6.198151,163516.385257,1.63300000e-03
200,42.454082,train,5.913960,163624.076606,1.63300000e-03
250,49.966161,train,5.758047,163576.544113,1.63300000e-03
300,57.477223,train,5.552066,163598.694464,1.63300000e-03
350,64.990836,train,5.561512,163543.158578,1.63300000e-03
400,72.501636,train,5.510728,163604.422546,1.63300000e-03
400,83.999918,val,5.421945,,1.63300000e-03
450,91.505763,train,5.358093,64659.638558,1.63300000e-03
500,99.017182,train,5.104996,163590.920908,1.63300000e-03
550,106.527252,train,5.186220,163620.315792,1.63300000e-03
600,114.038553,train,5.089385,163593.496433,1.63300000e-03
650,121.552088,train,5.183228,163544.855555,1.63300000e-03
700,129.066618,train,5.052196,163523.212658,1.63300000e-03
750,136.580302,train,4.985556,163541.601750,1.63300000e-03
800,144.090941,train,4.933213,163607.922950,1.63300000e-03
800,144.864923,val,4.926092,,1.63300000e-03
850,152.373712,train,4.894554,148356.141710,1.63300000e-03
900,159.886626,train,4.750389,163558.375543,1.63300000e-03
950,167.391499,train,4.758060,163733.615997,1.63300000e-03
1000,174.898757,train,4.638867,163681.616798,1.63300000e-03
1050,182.405403,train,4.763362,163694.930646,1.63300000e-03
1100,189.913929,train,4.730192,163653.966681,1.63300000e-03
1150,197.419195,train,4.647200,163725.039054,1.63300000e-03
1200,204.924859,train,4.591462,163716.364201,1.63300000e-03
1200,205.696197,val,4.609827,,1.63300000e-03
1250,213.200821,train,4.603492,148478.205074,1.63300000e-03
1300,220.704106,train,4.574230,163768.265796,1.63300000e-03
1350,228.205132,train,4.456591,163817.602021,1.63300000e-03
1400,235.705426,train,4.524374,163833.567961,1.63300000e-03
1450,243.206967,train,4.497159,163806.350662,1.63300000e-03
1500,250.706085,train,4.475029,163859.252262,1.63300000e-03
1550,258.206733,train,4.489356,163825.850180,1.63300000e-03
1600,265.706980,train,4.459610,163834.614760,1.63300000e-03
1600,266.477781,val,4.439435,,1.63300000e-03
1650,273.978141,train,4.392848,148564.385675,1.63300000e-03
1700,281.480875,train,4.393773,163780.297805,1.63300000e-03
1750,288.985979,train,4.384395,163728.586231,1.63300000e-03
1800,296.486364,train,4.365041,163831.583766,1.63300000e-03
1850,303.986029,train,4.350267,163847.323244,1.63300000e-03
1900,311.484594,train,4.470342,163871.344537,1.63300000e-03
1950,318.995500,train,4.401773,163602.101144,1.63300000e-03
2000,326.493466,train,4.355388,163884.454767,1.63300000e-03
2000,327.264099,val,4.350204,,1.63300000e-03
