step,wallclock_sec,split,loss,tokens_per_sec,lr
1,0.606614,train,10.383609,1350448.778770,2.00000000e-03
50,19.378915,train,6.973812,43638.762291,2.00000000e-03
100,38.557270,train,6.484478,42714.821001,2.00000000e-03
150,57.743377,train,6.202064,42697.561472,2.00000000e-03
200,76.933547,train,5.953380,42688.522190,2.00000000e-03
200,79.371132,val,6.052966,,2.00000000e-03
250,98.561252,train,5.834558,37877.344473,2.00000000e-03
300,117.749068,train,5.872377,42693.758036,2.00000000e-03
350,136.926617,train,5.786194,42716.617502,2.00000000e-03
400,156.113989,train,5.632483,42694.746365,2.00000000e-03
400,158.553505,val,5.631049,,2.00000000e-03
450,177.750483,train,5.507903,37861.957720,2.00000000e-03
500,196.936044,train,5.391579,42698.776020,2.00000000e-03
550,216.129102,train,5.534363,42682.099412,2.00000000e-03
600,235.313751,train,5.392307,42700.807317,2.00000000e-03
600,237.747871,val,5.358140,,2.00000000e-03
650,256.929778,train,5.346513,37897.805900,2.00000000e-03
700,276.110806,train,5.154621,42708.869145,2.00000000e-03
750,295.302502,train,5.208972,42685.128143,2.00000000e-03
800,314.487332,train,5.280595,42700.402953,2.00000000e-03
800,316.922651,val,5.225497,,2.00000000e-03
850,336.103745,train,5.179858,37897.130839,2.00000000e-03
900,355.291331,train,5.161694,42694.270497,2.00000000e-03
950,374.471658,train,5.034600,42710.429953,2.00000000e-03
1000,393.657261,train,5.156488,42698.682101,2.00000000e-03
1000,396.092497,val,5.101026,,2.00000000e-03
1050,415.296051,train,5.039207,37857.940816,2.00000000e-03
1100,434.480631,train,4.987410,42700.960681,2.00000000e-03
1150,453.671371,train,4.970916,42687.253602,2.00000000e-03
1200,472.850444,train,5.051589,42713.221642,2.00000000e-03
1200,475.284336,val,5.026248,,2.00000000e-03
1250,494.488283,train,5.033396,37859.603542,2.00000000e-03
1300,513.683186,train,5.015628,42677.997100,2.00000000e-03
1350,532.874277,train,4.932106,42686.473500,2.00000000e-03
1400,552.068504,train,4.921821,42679.499458,2.00000000e-03
1400,554.502719,val,4.922000,,2.00000000e-03
1450,573.693853,train,4.779238,37881.468235,2.00000000e-03
1500,592.878572,train,4.757171,42700.652363,2.00000000e-03
1550,612.076867,train,4.837949,42670.456163,2.00000000e-03
1600,631.263975,train,4.857797,42695.335247,2.00000000e-03
1600,633.700156,val,4.857288,,2.00000000e-03
1650,652.894745,train,4.860856,37871.975532,2.00000000e-03
1700,672.087136,train,4.749524,42683.581910,2.00000000e-03
1750,691.277413,train,4.863130,42688.284589,2.00000000e-03
1800,710.476054,train,4.765452,42669.686213,2.00000000e-03
1800,712.915214,val,4.796683,,2.00000000e-03
1850,732.109805,train,4.808434,37866.758347,2.00000000e-03
1900,751.297613,train,4.777845,42693.776603,2.00000000e-03
1950,770.489107,train,4.747293,42685.576233,2.00000000e-03
2000,789.680619,train,4.765083,42685.539113,2.00000000e-03
2000,792.117575,val,4.754710,,2.00000000e-03
2050,811.306311,train,4.649267,37880.868511,2.00000000e-03
2100,830.496870,train,4.724733,42687.656657,2.00000000e-03
2150,849.694800,train,4.766237,42671.266946,2.00000000e-03
2200,868.881143,train,4.764280,42697.037259,2.00000000e-03
2200,871.316533,val,4.688308,,2.00000000e-03
2250,890.499554,train,4.647023,37893.625924,2.00000000e-03
2300,909.684345,train,4.735957,42700.493165,2.00000000e-03
2350,928.871940,train,4.706971,42694.250868,2.00000000e-03
2400,948.061428,train,4.755994,42690.038019,2.00000000e-03
2400,950.495546,val,4.666228,,2.00000000e-03
2450,969.683529,train,4.672450,37887.160292,2.00000000e-03
2500,988.879306,train,4.644290,42676.054371,2.00000000e-03
2550,1008.066420,train,4.574277,42695.321453,2.00000000e-03
2600,1027.251001,train,4.724191,42700.958558,2.00000000e-03
2600,1029.686825,val,4.664655,,2.00000000e-03
2650,1048.874275,train,4.688388,37885.104572,2.00000000e-03
2700,1068.073181,train,4.592090,42669.097509,2.00000000e-03
2750,1087.266935,train,4.571834,42680.551277,2.00000000e-03
2800,1106.457874,train,4.541715,42686.812372,2.00000000e-03
2800,1108.894037,val,4.633560,,2.00000000e-03
2850,1128.076211,train,4.749276,37893.755894,2.00000000e-03
2900,1147.267044,train,4.568380,42687.047305,2.00000000e-03
2950,1166.467082,train,4.639740,42666.582849,2.00000000e-03
3000,1185.664690,train,4.605849,42671.982368,2.00000000e-03
3000,1188.100891,val,4.600399,,2.00000000e-03
