step,wallclock_sec,split,loss,tokens_per_sec,lr
1,26.162676,train,10.828469,23483.836842,2.00000000e-03
25,30.780232,train,7.774833,133057.377577,2.00000000e-03
50,35.578269,train,7.221613,128052.392143,2.00000000e-03
