step,wallclock_sec,split,loss,tokens_per_sec,lr
1,13.163821,train,10.818089,93346.762194,1.41400000e-05
50,24.394529,train,7.361084,109414.289326,7.07000000e-04
100,35.857269,train,6.440329,107199.498584,1.41400000e-03
150,47.335284,train,5.687862,107056.841388,1.41400000e-03
200,58.802340,train,5.692226,107159.149706,1.41400000e-03
250,70.268103,train,5.372873,107171.235803,1.41400000e-03
300,81.742884,train,5.323061,107087.017408,1.41400000e-03
350,93.216913,train,5.157139,107094.026657,1.41400000e-03
400,104.690879,train,5.062099,107094.618592,1.41400000e-03
400,110.588658,val,5.116246,,1.41400000e-03
450,122.028534,train,5.100169,70874.634512,1.41400000e-03
500,133.459896,train,4.913847,107493.753525,1.41400000e-03
550,144.893270,train,4.861888,107474.839304,1.41400000e-03
600,156.325203,train,4.730534,107488.379846,1.41400000e-03
650,167.752648,train,4.563477,107530.605828,1.41400000e-03
700,179.183562,train,4.481790,107497.966308,1.41400000e-03
750,190.613694,train,4.357619,107505.316489,1.41400000e-03
800,202.049295,train,4.398062,107453.904242,1.41400000e-03
800,203.125443,val,4.467236,,1.41400000e-03
850,214.566606,train,4.463254,98168.050148,1.41400000e-03
900,226.015457,train,4.263713,107329.551195,1.41400000e-03
950,237.475963,train,4.314442,107220.394847,1.41400000e-03
1000,248.939673,train,4.313022,107190.426745,1.41400000e-03
1050,260.411286,train,4.315825,107116.587092,1.41400000e-03
1100,271.885488,train,4.382089,107092.413336,1.41400000e-03
1150,283.361819,train,4.293455,107072.547879,1.41400000e-03
1200,294.842133,train,4.270318,107035.397528,1.41400000e-03
1200,295.923926,val,4.279282,,1.41400000e-03
1250,307.398135,train,4.324451,97865.551176,1.41400000e-03
1300,318.876343,train,4.214937,107055.031279,1.41400000e-03
1350,330.356308,train,4.133487,107038.656352,1.41400000e-03
1400,341.835696,train,4.220827,107044.036291,1.41400000e-03
1450,353.311895,train,4.178744,107073.775769,1.41400000e-03
1500,364.795809,train,4.161896,107001.851624,1.41400000e-03
1550,376.279444,train,4.197663,107004.444148,1.41400000e-03
1600,387.765837,train,4.024918,106978.748827,1.41400000e-03
1600,388.848786,val,4.138455,,1.41400000e-03
1650,400.329599,train,4.049742,97805.106057,1.23725000e-03
1700,411.814945,train,4.064263,106988.504444,1.06050000e-03
1750,423.295712,train,4.134480,107031.176467,8.83750000e-04
1800,434.774660,train,4.039861,107048.131632,7.07000000e-04
1850,446.256943,train,3.887803,107017.044228,5.30250000e-04
1900,457.734576,train,3.899842,107060.410641,3.53500000e-04
1950,469.216718,train,3.908934,107018.355287,1.76750000e-04
2000,480.701920,train,3.939387,106989.850339,0.00000000e+00
2000,481.784425,val,3.920904,,0.00000000e+00
