step,wallclock_sec,split,loss,tokens_per_sec,lr
1,7.961292,train,10.840707,154346.824964,8.00000000e-03
50,12.800482,train,7.202375,253926.755674,8.00000000e-03
100,17.725416,train,6.848955,249505.910401,8.00000000e-03
150,22.625070,train,6.475430,250793.223802,8.00000000e-03
200,27.465961,train,6.202507,253837.549390,8.00000000e-03
250,32.307194,train,6.027078,253819.635654,8.00000000e-03
300,37.147242,train,5.818167,253881.763259,8.00000000e-03
300,39.931113,val,5.917635,,8.00000000e-03
350,44.769435,train,5.762618,161213.454063,8.00000000e-03
400,49.606322,train,5.696259,254047.690014,8.00000000e-03
450,54.442814,train,5.630927,254068.453937,8.00000000e-03
500,59.279162,train,5.386466,254075.981385,8.00000000e-03
550,64.115149,train,5.437840,254094.971070,8.00000000e-03
600,68.951780,train,5.341721,254061.164888,8.00000000e-03
600,69.371450,val,5.388381,,8.00000000e-03
650,74.206925,train,5.379951,233828.009397,8.00000000e-03
700,79.042751,train,5.227621,254103.439682,8.00000000e-03
750,83.875867,train,5.271306,254245.874563,8.00000000e-03
800,88.711226,train,5.259345,254127.971774,8.00000000e-03
850,93.547880,train,5.134239,254059.937563,8.00000000e-03
900,98.379981,train,5.099393,254299.339799,8.00000000e-03
900,98.798576,val,5.115051,,8.00000000e-03
950,103.630214,train,5.135956,234046.737282,8.00000000e-03
1000,108.461669,train,5.066903,254333.347456,8.00000000e-03
1050,113.292966,train,5.031391,254341.631142,8.00000000e-03
1100,118.124180,train,5.006017,254346.024224,8.00000000e-03
1150,122.957529,train,4.841790,254233.646703,8.00000000e-03
1200,127.787632,train,4.810247,254404.529442,8.00000000e-03
1200,128.205589,val,4.932516,,8.00000000e-03
1250,133.035212,train,4.902287,234165.090154,8.00000000e-03
1300,137.865711,train,4.833102,254383.622664,8.00000000e-03
1350,142.695411,train,4.838648,254425.728531,8.00000000e-03
1400,147.523834,train,4.833790,254493.066601,8.00000000e-03
1450,152.354471,train,4.763915,254376.390848,8.00000000e-03
1500,157.182794,train,4.876849,254498.306897,8.00000000e-03
1500,157.600996,val,4.747981,,8.00000000e-03
